song_name,artist,danceability,energy,valence,tempo
For a Moment,Five Star Hotel;Spirit Waves,0.483,0.714,0.165,99.999
Moonlight Lovers,Shady Moon,0.899,0.347,0.817,118.014
Interrogación,Fresa Salvaje,0.337,0.562,0.433,89.319
Start Again,Kidnap,0.807,0.563,0.654,118.991
Calvert Street Rock,Ancient Astronauts,0.697,0.813,0.234,150.019
Jarmarka,Nikolay Nikitskiy,0.604,0.236,0.535,106.876
Bis es kracht - Radio Edit,DualXess;PeachTree,0.763,0.807,0.425,127.928
Jet Pack,Secret Agent 23 Skidoo,0.813,0.666,0.784,97.072
Are You Dead Yet?,Children Of Bodom,0.461,0.961,0.416,96.009
Beach Rain,Rain Sounds,0.061,0.000242,0.0,75.268
Somebody Stole My Gal,Johnnie Ray,0.776,0.315,0.72,108.864
I Will Praise You - Studio,Hillsong Worship,0.493,0.524,0.159,130.066
Par Toutatis,Vald,0.879,0.675,0.622,131.198
Pedacitos de Luna,Joan Sebastian,0.789,0.505,0.98,130.29
Daggers,We Came As Romans;Zero 9:36,0.435,0.961,0.427,148.016
喜歡妳,Beyond,0.511,0.757,0.33,153.066
Seele reparieren,PAVLO;Edo Saiya;Notorious Nasty,0.632,0.659,0.241,80.1
Love Like This (feat. Fireboy DML),Lil Kesh;Fireboy DML,0.716,0.736,0.41,104.039
グレイシャル LOVE,SIAM SHADE,0.459,0.957,0.612,174.707
Cosmovision,ANNA;Ravid,0.644,0.757,0.0462,128.017
"I Need Some Sleep - From ""Shrek 2"" Soundtrack",Eels,0.664,0.307,0.193,128.03
Hound Dog,Elvis Presley,0.494,0.756,0.949,86.895
Snot,Snot,0.584,0.976,0.535,140.306
Rare Rocks That Look Like David Letterman,Jobii,0.765,0.418,0.111,82.938
Seguirei,Rose Nascimento,0.604,0.576,0.309,124.249
Anything,Cast - Sofia the First;Sofia,0.57,0.789,0.564,102.012
mirrored heart,FKA twigs,0.343,0.304,0.224,91.707
528Hz La frecuencia del amor,Mc_team,0.17,0.052,0.0475,114.573
A Walk in the Rain,Yanni,0.446,0.562,0.425,150.028
Beat the Odds,Lil Tjay,0.498,0.625,0.478,84.821
Haan Main Galat,Pritam;Arijit Singh;Shashwat Singh,0.683,0.737,0.919,117.996
Listen to the Melody,Terrence Parker,0.763,0.727,0.788,120.006
Noor,Ashu Shukla;Ravator,0.67,0.423,0.551,93.032
Perigo,Matheus & Kauan,0.558,0.843,0.719,114.772
Dirty Rat,Orbital;Sleaford Mods,0.612,0.844,0.883,125.989
The Lighthouse’s Tale,Nickel Creek,0.488,0.296,0.299,115.749
The Times They Are a-Changin’,Viktor Kvist,0.599,0.0455,0.146,112.894
8000,Extrawelt,0.756,0.92,0.0698,129.994
Oyunbozan - Canlı,mor ve ötesi,0.371,0.783,0.276,131.595
"Chal Ghar Chalen (From ""Malang - Unleash The Madness"") [Mithoon feat. Arijit Singh]",Mithoon;Arijit Singh,0.285,0.238,0.213,179.918
Your House (Dub Version) - Remix,Steel Pulse,0.716,0.487,0.786,77.106
Whip It (Glee Cast Version),Glee Cast,0.737,0.963,0.965,158.05
Street Fighting Man,Rod Stewart,0.537,0.77,0.611,136.82
It's My Life - 1997 Remaster,Talk Talk,0.627,0.802,0.867,126.283
Equanimity,Tenno,0.529,0.378,0.26,139.989
M.i.a. Meine Gang,Mia Julia,0.816,0.864,0.714,135.989
So viel mehr,Lisa Antoni;Drew Sarich,0.339,0.32,0.0634,129.055
Suite: Judy Blue Eyes - 2005 Remaster,"Crosby, Stills & Nash",0.458,0.364,0.3,154.215
Aalilakkanna,Sujatha,0.745,0.704,0.67,116.034
Caballero,Moderatto;KAROL G,0.694,0.853,0.74,93.08
Sizin Olsun Dünyalar,Bağzıları,0.539,0.559,0.668,148.163
Consagração,Sync 3;Ericka Nascimento,0.406,0.0987,0.199,98.258
No Limit,Yellow Claw;Dirty Audio;Bok Nero,0.452,0.994,0.275,149.965
Silver,Bonobo,0.681,0.574,0.307,111.028
Come Back To Me,Maduk,0.492,0.924,0.519,173.943
Did You Get My Message?,Confess,0.502,0.988,0.455,130.029
Emancipación - Instrumental,Osvaldo Pugliese,0.621,0.221,0.532,119.132
Maker of the Heavens,Mosaic MSC,0.517,0.606,0.187,148.054
Black & White,Diljit Dosanjh,0.712,0.683,0.526,83.935
Mega Mix,Adolescent's Orquesta,0.542,0.837,0.915,102.052
Tell Me Are We,Rampa;WhoMadeWho,0.62,0.863,0.1,121.995
Where Are You Now,George Winston,0.498,0.133,0.0385,126.194
larvaline,Papi Pier,0.7,0.35,0.5,159.968
Prem Baura,Nil Sagar,0.402,0.974,0.5,78.814
Bring You Back - Edit,Peer Kusiv;Johanson,0.599,0.732,0.178,123.019
Take Care of Our Baby,Carl Smith,0.618,0.202,0.501,115.845
Way of the Rope,Naglfar,0.215,0.956,0.176,129.865
Ora Iê Iê O,Metá Metá,0.682,0.815,0.964,106.068
The Spook,KSHMR;Basskillers;B3nte,0.719,0.936,0.294,128.002
Tô Te Filmando (Sorria) - Ao Vivo,Rodriguinho,0.497,0.861,0.482,157.996
夕だち,Crazy Ken Band,0.69,0.778,0.93,93.959
Andreaen Sand Dunes - Mixed,Drexciya,0.641,0.828,0.598,129.232
both of us,yaeow,0.72,0.352,0.727,80.011
Rising,Phlocalyst;Hoogway;Akīn,0.366,0.398,0.0399,70.915
Bad Girlfriend,Theory of a Deadman,0.504,0.957,0.676,135.013
Patético,Osvaldo Pugliese,0.516,0.435,0.56,126.926
Yhdeksäs,Ajattara,0.416,0.936,0.13,142.464
Clima Diferente,Hyperanhas,0.746,0.601,0.783,120.035
Nobody To Love,Anthony Russo,0.687,0.478,0.494,137.852
Essa É A Hora - Ao Vivo,Felipe Vilela;Fernandinho Beat Box;Ericka Nascimento,0.536,0.779,0.828,113.897
Tera Chehra,Adnan Sami,0.646,0.562,0.488,100.0
Left and Right (Feat. Jung Kook of BTS),Charlie Puth;Jung Kook;BTS,0.881,0.592,0.719,101.058
Hamatoono Dastgir Mikonam!,Najand,0.269,0.79,0.15,135.822
I Am the Labyrinth,Mayhem,0.121,0.873,0.0458,96.742
Un Lobo En La Noche,Tatiana,0.678,0.725,0.791,129.634
We're Going to Be Friends,The White Stripes,0.534,0.441,0.439,97.009
Mad over You (Mixed),Runtown,0.818,0.621,0.681,109.58
Stay With Me,Chris Lake,0.706,0.846,0.241,123.994
Broken Summer,DJ Snake;Max Frost,0.683,0.415,0.554,81.006
HELLO (Original Version),Masaharu Fukuyama,0.569,0.861,0.511,77.983
Send Me an Angel,Zeromancer,0.595,0.67,0.238,130.03
"Nazar Na Lag Jaaye (From ""Stree"")",Ash King;Sachin-Jigar,0.527,0.622,0.672,173.709
Piece Of Your Heart,MEDUZA;Goodboys,0.677,0.744,0.631,124.077
Andar Conmigo - Live At Teatro Colón / 2018,Coti;Abel Pintos,0.418,0.359,0.474,127.081
Mutilated Remains,Repugnant,0.127,0.991,0.0433,147.027
Heavy,Linkin Park;Kiiara,0.587,0.682,0.374,149.978
Little Drummer Boy,The Almost,0.662,0.575,0.416,164.007
Dance With Me - Kölsch Remix,Kevin de Vries;Kölsch,0.705,0.709,0.039,128.005
Mezzanotte,Ana Mena,0.757,0.737,0.705,129.941
Postcards,James Blunt,0.723,0.617,0.677,100.015
Hooked,Kav Verhouzer;Madism;imallryt,0.654,0.767,0.404,122.017
"Circle of Life (from ""The Lion King"")",The Sleep Diaries,0.384,0.0139,0.186,89.12
Love Like Lies,Aesthetic Perfection,0.532,0.88,0.125,93.97
Ye,Burna Boy,0.503,0.592,0.344,201.85
Legalideng,General Knas;Rankz;Snövit;Klumben;Raske Penge;AKI;Nico D;Admiral P,0.705,0.655,0.466,75.067
O Enxofre e a Cachaça,Hillbilly Rawhide,0.644,0.841,0.713,146.037
Deja La Mala Noche,Adalberto Álvarez y su Son,0.486,0.898,0.96,96.103
Kahan Par Hai,MC STAN,0.706,0.695,0.489,141.974
Hoy Podes Pudrirte,Avernal,0.518,0.992,0.381,90.018
Who You Say I Am,Hillsong Kids,0.384,0.576,0.324,171.987
Kannamma,Praveen;Rohan Prakash;Khadhijah Shareef;Nishitha Menon;Arya Prakash,0.704,0.622,0.379,132.995
Across the Universe,Fiona Apple,0.578,0.481,0.548,129.881
自知之明,Pong Nan;Tang Siu Hau,0.521,0.23,0.472,125.398
O skok,Marcin Franc,0.686,0.749,0.482,119.239
Totally Wasted,The Riptides,0.389,0.878,0.765,197.74
Breathe into the Still,Rnwy Lites,0.0667,0.0895,0.102,72.956
London Bridge,Patty Shukla,0.602,0.717,0.898,149.96
Toca tango,Tango Negro Trio;Juan Carlos Caceres,0.755,0.445,0.662,108.408
Um Novo Lugar,Mato Seco;Nazireu Rupestre,0.796,0.491,0.888,124.042
Cielito Lindo,Ramon Dona-Dio,0.579,0.0763,0.784,94.361
Kaise Hua,Vishal Mishra,0.37,0.467,0.162,137.796
橘子汽水,Nan Quan Mama,0.724,0.568,0.451,105.096
A Declaration of Love,Stephan Jolk,0.66,0.676,0.0883,126.0
Club Row,Clint Is Quinn,0.584,0.163,0.529,134.945
elise,Gareth Emery,0.469,0.525,0.14,129.967
Double Bang 7,Leto,0.614,0.498,0.198,79.095
Heavy Wave,Motorama,0.586,0.699,0.511,77.0
What Colour Is Your Raindrop,Tajdar Junaid,0.629,0.102,0.14,128.311
The Frozen Planet - From Frozen Planet II,Hans Zimmer;Adam Lukas;James Everingham;AURORA,0.0631,0.255,0.0371,50.696
Love at Home,Paul Cardall,0.406,0.0464,0.179,112.006
Blackjack,Death Grips,0.532,0.855,0.534,136.902
"Jenny, Jenny",Nockis,0.633,0.817,0.963,150.678
La La La,Neha Kakkar;Arjun Kanungo,0.774,0.781,0.469,100.017
Pacific,Savannah De Lucia,0.206,0.0344,0.0579,70.484
Lost & In Love (with The Griswolds),Vincent;The Griswolds,0.664,0.87,0.579,126.036
Cara Errado,Léo Magalhães,0.729,0.769,0.852,135.953
Theru There Ororo,Najim Arshad;Sreya Raghav,0.686,0.471,0.655,82.454
The Night,The Moody Blues,0.132,0.42,0.185,45.857
Love of My Heart,Omar Akram,0.593,0.339,0.206,125.936
Dernière danse,Indila,0.669,0.449,0.327,114.926
Apache,BVRNOUT;5oh8,0.461,0.806,0.199,159.987
你我相逢,Jody Chiang;施文彬,0.663,0.41,0.558,95.938
sail away,lovelytheband,0.743,0.835,0.955,120.019
NUH TELL ME NUTTH,Chronic Law;DANSKY RECORDS;ATTOMATIC RECORDS,0.656,0.775,0.682,91.388
"12 Variations on an Allegretto in B Flat, K.500: 8. Variation VII",Wolfgang Amadeus Mozart;Danielle Laval,0.601,0.0588,0.354,125.689
Amarillo Azul,Thalia,0.693,0.881,0.974,129.025
Pinball Wizard,The Who,0.543,0.715,0.468,124.011
La Madre de Jose,El Canto Del Loco,0.629,0.937,0.946,101.022
Mangas 3,D.ACE,0.816,0.822,0.861,127.065
Para Pocos de los Muchos,Ricardo Iorio;Cianciarulo,0.491,0.875,0.793,96.397
"This Is Me - Dave Audé Remix; from ""The Greatest Showman""",Keala Settle;The Greatest Showman Ensemble;Dave Audé,0.573,0.941,0.518,121.939
I Want to Be with You,chloe moriondo,0.746,0.434,0.389,119.974
Rudolph The Red-Nosed Reindeer,Kim Walker-Smith,0.581,0.436,0.412,120.138
Gota a Gota,Pense,0.504,0.996,0.218,112.466
Hypnotic Song,Meditation Rain Sounds;Massage Tribe;Perfect Meditation;Relaxing Water Sounds,0.474,0.995,0.0146,67.194
Confronted - Anfisa Letyago Stranger Remix,Pan-Pot;Anfisa Letyago,0.675,0.543,0.0374,128.99
Teh-Hell-Ran,Confess,0.525,0.98,0.349,116.03
With Arms Wide Open - Acoustic Version,Creed,0.385,0.701,0.204,140.778
Minha Bênção,Cassiane,0.341,0.65,0.467,139.201
Don't Let Me Be Misunderstood,Nina Simone,0.388,0.501,0.532,158.348
Encased in Ice,Frozen Soul,0.203,0.977,0.0378,138.398
Ecstasy,XXXTENTACION;Noah Cyrus,0.606,0.36,0.0391,72.476
